events,launch_speed,launch_angle,HR
field_out,97,43,0
field_out,94.5,-9,0
field_out,81.5,26,0
field_out,79.10000000000001,57,0
grounded_into_double_play,101.7,-17,0
field_out,88.60000000000001,32,0
grounded_into_double_play,97.1,-15,0
double,102.4,31,0
field_out,80,14,0
field_out,96.3,59,0
field_out,99.2,27,0
single,70.8,37,0
single,108.4,10,0
force_out,89.4,5,0
field_out,99.8,-4,0
grounded_into_double_play,98.7,-26,0
double,100,13,0
field_out,70.5,-14,0
field_out,74.8,64,0
field_out,98.7,4,0
field_out,91.5,3,0
single,93.8,12,0
field_out,101.7,-10,0
field_out,107.7,-3,0
field_out,95,20,0
field_out,76.9,39,0
single,88.30000000000001,-8,0
double,107.5,19,0
field_out,99.6,-5,0
field_out,98.9,6,0
field_out,84.30000000000001,44,0
single,101,12,0
force_out,84.60000000000001,2,0
field_out,77.80000000000001,57,0
field_out,101.7,21,0
single,98.7,5,0
double,96.7,30,0
double,81.9,12,0
field_out,52.400000000000006,-61,0
field_out,88,37,0
double,106,11,0
single,103.5,-9,0
single,106.1,4,0
sac_fly,85.5,37,0
field_out,86.10000000000001,-13,0
field_out,72.7,-3,0
field_out,73.2,-25,0
field_out,94.9,42,0
field_out,77.30000000000001,-12,0
field_out,88,28,0
field_out,100.3,19,0
fielders_choice,107.9,-22,0
field_out,91,32,0
single,85.30000000000001,70,0
single,100.7,-29,0
single,77.5,18,0
field_out,94.7,39,0
field_out,108.5,0,0
field_out,102,-21,0
double,105.8,16,0
single,97.3,13,0
single,91.1,1,0
double,106.2,22,0
single,67,31,0
force_out,86.60000000000001,-39,0
field_out,89.4,29,0
single,89.30000000000001,5,0
single,80.7,-45,0
field_out,43.6,-60,0
field_out,105.9,6,0
single,104.9,10,0
field_out,91.4,9,0
field_out,96.6,21,0
field_out,68.8,65,0
force_out,76.9,-20,0
field_out,60.400000000000006,-4,0
field_out,98.5,6,0
grounded_into_double_play,91.7,-4,0
grounded_into_double_play,83.60000000000001,-15,0
double,89.4,37,0
field_out,87.60000000000001,28,0
single,83.5,24,0
single,83.60000000000001,13,0
field_out,64.8,63,0
field_out,84.4,24,0
field_out,85.80000000000001,56,0
field_out,109,11,0
field_out,85.4,26,0
double,83.80000000000001,17,0
single,96,-3,0
force_out,104.3,0,0
home_run,105.8,23,1
field_out,104.3,-2,0
single,103.1,16,0
field_out,103.6,17,0
field_out,80.5,46,0
field_out,40,-54,0
home_run,103.4,34,1
field_out,67.5,-27,0
grounded_into_double_play,91.3,-45,0
double,93.6,14,0
field_out,85.60000000000001,-10,0
single,64.4,4,0
field_out,58,24,0
field_out,87.2,33,0
field_out,72.5,-6,0
single,87.7,-19,0
single,77.4,17,0
field_out,83.5,-3,0
field_out,85.80000000000001,-8,0
field_out,50.5,-12,0
home_run,107.4,34,1
field_out,100.7,-1,0
field_out,89.5,3,0
home_run,100.6,30,1
field_out,93.2,64,0
single,77.7,11,0
single,97.5,-6,0
field_out,95.7,49,0
single,108.2,-3,0
single,87,17,0
grounded_into_double_play,104.2,-4,0
field_out,98.9,-3,0
force_out,92.5,-16,0
field_out,88,-18,0
field_out,66.10000000000001,45,0
field_out,95.4,16,0
field_out,72.60000000000001,-54,0
double,96.5,17,0
field_out,99,47,0
grounded_into_double_play,89.4,-23,0
field_out,63.2,-2,0
field_out,79.30000000000001,-38,0
field_out,79.30000000000001,70,0
field_out,83.2,22,0
field_out,109.4,-19,0
field_out,86.10000000000001,60,0
home_run,107,21,1
field_out,85.30000000000001,42,0
force_out,67.7,-48,0
field_out,89.5,50,0
double,111.4,24,0
field_out,36.6,34,0
double,100.4,9,0
single,100.9,-26,0
field_out,82.10000000000001,62,0
field_out,99.6,39,0
field_out,93.2,0,0
field_out,91.4,-27,0
field_out,103.5,11,0
single,78.80000000000001,24,0
field_out,72.9,-39,0
field_out,100.4,-16,0
single,101.8,11,0
field_out,89.60000000000001,26,0
force_out,75.5,1,0
force_out,82.10000000000001,-17,0
field_out,74.10000000000001,-15,0
field_out,82.60000000000001,24,0
field_out,83.10000000000001,23,0
single,92.1,5,0
home_run,107.8,20,1
sac_fly,103.6,19,0
field_out,70.60000000000001,-10,0
field_out,78.9,-39,0
field_out,44.5,69,0
field_out,87.5,49,0
field_out,95.9,32,0
field_out,97.2,-13,0
single,67.5,30,0
field_out,87.60000000000001,26,0
field_out,91.5,22,0
field_out,99,35,0
sac_fly,83.80000000000001,27,0
force_out,86.2,-24,0
double,107.3,17,0
field_out,82.7,-25,0
field_out,72.9,54,0
single,112.9,6,0
field_out,72.9,-31,0
field_out,93.5,-16,0
field_out,104.3,6,0
double,100.4,53,0
single,65.2,41,0
double,100.2,18,0
field_out,70,-30,0
field_out,75.2,49,0
home_run,108.1,25,1
single,110,-18,0
sac_bunt,40.400000000000006,-58,0
field_out,76.3,-44,0
field_out,89.80000000000001,40,0
field_out,64.7,14,0
single,81,18,0
field_out,91,-9,0
single,104.2,13,0
single,102.4,-29,0
double,109.9,26,0
field_out,82.30000000000001,53,0
field_out,83.80000000000001,23,0
home_run,104.6,25,1
field_out,95.4,5,0
home_run,104,23,1
single,106.6,22,0
force_out,102,-7,0
home_run,102.2,24,1
field_error,77.4,-17,0
field_out,60.1,-69,0
double,97.4,3,0
single,50.3,-65,0
field_out,75.4,74,0
field_out,100.3,-11,0
field_out,95.7,27,0
field_out,107.5,4,0
field_out,98.1,37,0
single,101.4,-10,0
double,93,-7,0
single,106.6,8,0
field_out,89.4,0,0
single,105.8,9,0
field_out,60.6,-21,0
field_out,58,-26,0
home_run,106,22,1
force_out,97.8,-2,0
field_out,73,-19,0
field_out,32.6,56,0
field_out,99.8,25,0
field_out,82.9,-18,0
single,92.3,14,0
field_out,81.2,26,0
field_out,97.9,63,0
field_error,76.3,11,0
field_out,99.4,23,0
field_out,74.8,-28,0
field_out,85,49,0
field_out,95,43,0
field_out,86.5,6,0
field_out,74,65,0
field_out,78.5,-17,0
field_out,96.2,43,0
field_out,102,17,0
single,84.60000000000001,7,0
field_out,90.8,-12,0
field_out,85.30000000000001,-26,0
field_out,93.3,34,0
field_out,95.4,29,0
field_out,93.1,-9,0
field_out,87.9,19,0
field_out,44.2,-38,0
field_out,96,23,0
field_out,96,43,0
grounded_into_double_play,87.5,-7,0
home_run,98.4,41,1
field_out,78.7,71,0
single,93.3,14,0
field_out,79.4,-12,0
double,89.80000000000001,28,0
field_out,88.9,43,0
field_out,78.9,74,0
field_error,96,37,0
field_out,94.7,-2,0
grounded_into_double_play,77.7,-19,0
field_out,90.3,48,0
field_out,100.3,6,0
single,104.3,-3,0
field_out,99.9,24,0
field_out,94.9,36,0
field_out,87.5,21,0
double,97.1,15,0
field_out,89.10000000000001,37,0
field_out,91.5,-3,0
field_out,83,37,0
double,102.4,16,0
field_out,86.2,76,0
double,92.1,26,0
field_out,88.10000000000001,31,0
field_out,72.5,52,0
field_out,88.10000000000001,10,0
field_out,94.6,45,0
field_out,89.7,51,0
field_out,100.3,-5,0
field_out,64.3,61,0
single,75.5,25,0
field_out,64,-15,0
single,97.7,-5,0
force_out,86,-2,0
single,84.10000000000001,20,0
single,80.60000000000001,19,0
double,103.9,20,0
single,85,22,0
field_out,91.7,-7,0
field_out,97.2,23,0
field_out,84.30000000000001,54,0
field_out,99.2,1,0
field_out,90.3,-32,0
field_out,95.6,19,0
double,97.2,23,0
grounded_into_double_play,76.5,6,0
home_run,106.1,24,1
sac_fly,94.1,36,0
single,73.3,13,0
field_out,53,-21,0
field_out,89.5,34,0
grounded_into_double_play,70,-7,0
field_out,85.80000000000001,-8,0
field_out,103.9,-6,0
home_run,108.1,23,1
single,38.5,-49,0
field_out,94.3,23,0
field_out,100.3,30,0
double,98.8,14,0
field_out,70.3,65,0
single,106.2,-8,0
field_out,80.2,26,0
single,99.7,-11,0
field_out,103.9,26,0
force_out,100.5,-8,0
field_out,62.3,-20,0
field_out,97.4,-26,0
field_out,86.9,36,0
field_out,97.7,36,0
field_out,81.7,80,0
single,86.7,-8,0
field_out,86.5,-13,0
single,91.4,-9,0
field_out,84,10,0
field_out,86.80000000000001,78,0
field_out,64.8,68,0
field_out,74.60000000000001,-34,0
double,109.6,19,0
field_out,60.2,-4,0
field_out,107.3,-22,0
double,101.3,20,0
single,100.4,10,0
field_out,76.2,-8,0
field_out,94.7,46,0
single,86.30000000000001,16,0
field_out,68.9,-3,0
double,99.3,11,0
field_out,82.60000000000001,38,0
field_out,98.4,11,0
single,70.2,-24,0
field_out,73.5,-60,0
field_out,73.5,-3,0
double,104.4,14,0
field_out,104,-18,0
field_out,97.4,3,0
field_out,84.2,-32,0
field_out,84.2,-4,0
single,102.8,0,0
single,73.7,5,0
single,102.1,10,0
field_out,82.10000000000001,-12,0
field_out,102.1,-39,0
force_out,64.5,-22,0
field_out,75.3,-8,0
grounded_into_double_play,100.9,-18,0
field_out,93.6,-13,0
field_out,70.2,-50,0
single,107,11,0
double,104.6,18,0
sac_fly,82.10000000000001,27,0
field_out,71,-25,0
single,73.10000000000001,32,0
single,97,35,0
single,95.6,5,0
force_out,84.30000000000001,5,0
field_out,86.10000000000001,-8,0
field_out,88.4,-17,0
field_out,91.5,-17,0
double,89.60000000000001,-11,0
grounded_into_double_play,87.60000000000001,-6,0
double,94.2,9,0
single,103,9,0
single,105.6,7,0
force_out,101.4,-6,0
single,85.60000000000001,17,0
field_out,101.1,15,0
single,85.4,-16,0
field_out,97.3,-9,0
fielders_choice,96.5,-34,0
field_out,101.2,21,0
field_out,94,-2,0
field_out,104.8,21,0
field_out,87,-30,0
single,81.80000000000001,-14,0
field_out,99.1,-6,0
field_out,86.10000000000001,42,0
field_out,93.3,-22,0
single,102.7,-3,0
field_out,104.3,3,0
single,112.9,6,0
single,96.9,10,0
double,101.9,12,0
field_out,76.7,-36,0
field_out,70,-54,0
single,83.10000000000001,13,0
force_out,68.60000000000001,-17,0
sac_fly,91.2,25,0
field_out,103.3,45,0
field_out,69,-23,0
single,99.3,-3,0
single,99.5,4,0
force_out,90.4,-9,0
field_out,67.9,-3,0
field_out,86.4,30,0
single,94.9,-22,0
field_out,76.5,-23,0
field_out,64.4,-51,0
field_out,32.5,-48,0
field_out,100.1,26,0
field_out,84.2,52,0
field_out,81.9,-2,0
single,76.4,7,0
field_out,83.10000000000001,63,0
single,104.1,-1,0
field_out,81.5,1,0
single,95.2,7,0
field_out,74.7,-8,0
field_out,82.10000000000001,-32,0
single,90.9,-30,0
field_out,92.4,28,0
field_out,73.10000000000001,5,0
field_out,102.9,-10,0
field_out,85.10000000000001,26,0
single,93,13,0
field_out,60.6,11,0
field_out,109.1,-19,0
field_out,71.5,44,0
field_error,86.30000000000001,-19,0
home_run,103.8,25,1
field_out,77.60000000000001,-36,0
field_out,99.8,41,0
home_run,99.7,31,1
field_out,102.8,46,0
double_play,100.2,3,0
field_out,44.5,-60,0
double,102.9,18,0
single,83.7,13,0
field_out,98.2,-10,0
field_out,86.30000000000001,-1,0
field_out,80.5,53,0
fielders_choice_out,93.9,-12,0
single,103,-5,0
single,98.1,14,0
field_out,90.9,50,0
single,80,6,0
single,110.9,4,0
single,42.8,13,0
double_play,98.4,10,0
single,96,13,0
single,103,0,0
single,83.4,16,0
field_out,98.1,0,0
single,65.7,18,0
field_out,102.6,7,0
field_out,106.4,16,0
single,66.5,50,0
field_out,98.4,16,0
field_out,102.8,-8,0
field_out,99.5,30,0
field_out,58.8,66,0
single,101.9,12,0
field_out,91.2,31,0
field_out,84.80000000000001,-11,0
field_out,75.60000000000001,14,0
single,109,-3,0
field_out,86.4,-13,0
single,91.9,14,0
grounded_into_double_play,91.9,-20,0
double_play,102.1,12,0
field_out,96.1,18,0
field_out,87.5,30,0
field_out,106.1,-12,0
single,97.6,3,0
field_out,101.3,29,0
single,86.4,13,0
field_out,77.7,-23,0
field_out,96,35,0
double,85.9,28,0
field_out,88.9,67,0
field_out,85.80000000000001,0,0
double,102.1,18,0
field_out,98.2,2,0
field_out,85.30000000000001,6,0
grounded_into_double_play,100,-21,0
force_out,79.2,3,0
double,98.1,-9,0
field_out,96.7,42,0
field_out,97.1,42,0
single,88,6,0
field_out,92.5,-18,0
single,101.6,-8,0
field_out,58.6,-83,0
field_out,64.8,-29,0
field_out,87.5,-11,0
field_out,86.80000000000001,-7,0
field_out,87.5,-5,0
single,101.9,-1,0
grounded_into_double_play,81.4,0,0
single,83.7,14,0
field_out,94.5,31,0
single,100.6,2,0
field_out,78.4,61,0
field_out,78.60000000000001,47,0
force_out,100.7,-16,0
single,97.4,2,0
field_out,94.5,37,0
single,95.7,15,0
field_out,88.30000000000001,57,0
field_out,79.30000000000001,-44,0
home_run,111.1,25,1
field_out,97.9,30,0
field_out,95.1,38,0
single,83.7,23,0
field_out,92.8,-11,0
single,98.6,-7,0
single,100,-3,0
force_out,83,-20,0
grounded_into_double_play,67.5,-23,0
field_out,89,11,0
field_out,60.7,-52,0
single,109.3,-1,0
field_out,67.7,4,0
single,100.9,8,0
field_out,50.5,-62,0
field_out,74.9,43,0
field_out,82.80000000000001,-35,0
grounded_into_double_play,100.7,2,0
single,95.5,-6,0
single,71.4,-49,0
single,91.3,14,0
force_out,101,-5,0
field_out,102.2,-12,0
field_out,43.7,-74,0
field_out,98.7,7,0
single,99.2,8,0
field_out,98,-27,0
single,94.4,5,0
field_out,90,-13,0
single,75.60000000000001,16,0
field_out,98,8,0
field_out,82.80000000000001,-46,0
single,100.4,-2,0
home_run,106.9,36,1
single,85.7,5,0
field_out,97.2,-16,0
field_out,89.4,-29,0
single,33.1,-77,0
field_out,62.1,46,0
grounded_into_double_play,71.3,-3,0
home_run,102.6,36,1
field_out,105.7,2,0
fielders_choice_out,95.7,-10,0
double,97.7,16,0
field_out,103.3,-15,0
single,89.10000000000001,-10,0
field_out,93.3,1,0
field_out,58.5,-67,0
field_out,88.9,-24,0
field_out,94.4,-14,0
field_out,93,-11,0
single,73.2,24,0
single,96.4,-3,0
field_out,106.2,-13,0
single,77.2,18,0
field_out,99.7,-26,0
field_out,90.5,32,0
field_out,93.1,1,0
single,73.7,-42,0
field_out,85.80000000000001,-19,0
field_out,81.5,-16,0
field_out,92.2,25,0
single,86.10000000000001,-24,0
single,82.4,59,0
field_out,100.7,-9,0
field_out,98.4,-2,0
single,107.7,17,0
home_run,94.3,28,1
field_out,78.4,8,0
single,70.3,-37,0
single,92.6,-15,0
field_out,88.4,-44,0
force_out,78.10000000000001,2,0
field_out,87.5,79,0
field_out,95,21,0
field_out,100.7,0,0
double,107.6,14,0
single,72.9,-51,0
single,96.2,-6,0
field_out,98.8,20,0
field_out,64.5,-1,0
field_out,77,-40,0
field_out,84,-15,0
field_error,95.2,-21,0
field_out,84.4,-27,0
single,77.60000000000001,13,0
field_out,66.8,9,0
single,107.5,9,0
field_out,88.80000000000001,-1,0
double,80,2,0
double,101.6,3,0
field_out,74.4,48,0
field_out,86.5,30,0
force_out,76.60000000000001,-20,0
single,77.10000000000001,-55,0
field_out,72.8,-56,0
field_out,77.7,-16,0
single,99.3,10,0
force_out,78.5,0,0
single,100.2,10,0
field_out,55.3,-3,0
field_out,60,-17,0
double,79.4,25,0
single,92.5,9,0
single,76.80000000000001,10,0
field_out,76.60000000000001,-20,0
single,90.6,1,0
field_out,58.8,33,0
field_out,26.700000000000003,-30,0
single,85.30000000000001,19,0
field_out,84.5,-48,0
field_out,105.9,-1,0
field_out,103.6,33,0
field_out,90.3,48,0
single,110.3,9,0
double,86,11,0
single,97.5,15,0
field_out,84.80000000000001,24,0
single,33.7,-14,0
single,93.2,-1,0
field_out,102.8,-14,0
field_out,85.60000000000001,-30,0
grounded_into_double_play,102.5,-18,0
field_out,91.9,33,0
field_out,94.6,-16,0
field_out,83.30000000000001,6,0
single,76.7,-53,0
field_out,84.5,36,0
field_out,93.4,-21,0
double,101.2,22,0
field_out,87.5,-26,0
field_out,107,3,0
single,90.4,8,0
field_out,79.2,-10,0
field_out,106.1,5,0
field_out,79.5,56,0
field_out,88.4,50,0
field_out,104,0,0
single,93.1,1,0
field_out,88.4,-9,0
field_out,83.80000000000001,24,0
single,62.5,18,0
single,102.3,4,0
field_out,101.6,1,0
field_out,84.9,-32,0
field_out,59.400000000000006,-5,0
home_run,98,35,1
field_out,100.9,17,0
double,97.4,-4,0
fielders_choice,90.9,-17,0
field_out,88.60000000000001,5,0
single,103.7,1,0
single,102.2,3,0
single,96,7,0
field_out,90.4,4,0
field_out,97.9,24,0
home_run,107.9,33,1
double,84.7,50,0
field_out,70.8,-12,0
field_out,95.1,-10,0
single,87.80000000000001,4,0
field_out,85.60000000000001,82,0
field_out,105.7,16,0
field_out,89.10000000000001,54,0
single,95,-4,0
field_out,101,-21,0
single,108.2,12,0
field_out,90.7,50,0
field_out,95.4,30,0
single,107.7,6,0
single,91.3,-6,0
field_out,98.2,-7,0
field_out,58,13,0
double,102.7,20,0
field_out,96,40,0
field_out,106.7,-11,0
field_out,83.60000000000001,73,0
field_out,62.5,-65,0
field_out,81.30000000000001,30,0
single,104.5,14,0
single,60.5,-55,0
field_out,74,-22,0
field_out,76.4,51,0
field_out,102,18,0
single,100.3,12,0
field_out,100.7,35,0
grounded_into_double_play,79.5,-17,0
field_out,105.2,9,0
field_out,108.6,-3,0
double,101.8,22,0
field_out,103.2,-16,0
single,100.1,0,0
field_out,100.1,8,0
field_out,95.6,-32,0
double,104.7,9,0
field_out,106.8,3,0
field_out,79.4,33,0
field_out,94.9,-1,0
force_out,79.9,-2,0
field_out,36.3,-28,0
double,87.7,11,0
field_out,89.10000000000001,-61,0
double_play,80.4,24,0
single,90.9,-2,0
single,80.30000000000001,24,0
single,97.1,15,0
field_out,98.5,-9,0
force_out,52.5,-55,0
field_out,86.30000000000001,47,0
field_out,77.60000000000001,65,0
single,46.2,-22,0
field_out,73.8,-13,0
home_run,102.3,37,1
field_out,90,64,0
field_out,91.6,39,0
field_out,92.8,6,0
field_out,78.80000000000001,44,0
field_out,98,43,0
field_out,79.7,52,0
field_out,76.9,-45,0
sac_fly,80.2,42,0
field_out,94.7,40,0
field_out,70.8,-16,0
field_out,95.9,39,0
field_out,71.7,7,0
field_out,79.4,-3,0
field_out,92.9,28,0
single,65.10000000000001,39,0
single,102.2,5,0
field_out,87.4,63,0
single,101.6,13,0
field_out,99.2,29,0
field_out,96.7,44,0
double,100,21,0
single,101.4,12,0
force_out,80.80000000000001,-4,0
single,106,8,0
single,110.4,5,0
grounded_into_double_play,80.9,4,0
single,95.4,-1,0
field_out,91.9,28,0
single,57.6,-56,0
field_out,100,39,0
field_out,105.2,-17,0
field_out,88.4,23,0
field_out,78,37,0
double,104,21,0
single,86.7,4,0
field_out,98.8,39,0
field_out,62.5,-4,0
field_out,83.60000000000001,54,0
field_out,85.80000000000001,34,0
home_run,109.6,31,1
field_out,77.7,-21,0
single,102.8,-2,0
field_out,90.6,-2,0
single,87.9,12,0
single,90,-7,0
field_out,101.8,31,0
field_out,71.60000000000001,68,0
single,105.9,8,0
single,85.9,6,0
field_out,92.1,22,0
field_out,81.60000000000001,-34,0
double,103.1,16,0
field_out,91.1,-5,0
field_out,88.5,-8,0
single,58.400000000000006,-40,0
field_out,87.7,46,0
field_out,94.9,38,0
field_out,81.9,33,0
home_run,103.7,26,1
field_out,91.2,67,0
double,99.9,41,0
home_run,105.1,35,1
field_out,99.4,33,0
single,103.3,0,0
field_out,95,50,0
field_out,93.2,53,0
field_out,89.5,27,0
field_out,88.7,-21,0
field_out,35.2,-65,0
field_out,99.5,-2,0
single,100.7,17,0
field_out,80.10000000000001,64,0
field_out,97.7,-9,0
home_run,102.8,28,1
field_out,95.7,28,0
single,87.2,16,0
field_out,85.80000000000001,59,0
double,87.4,18,0
field_out,82.30000000000001,-19,0
single,112,3,0
single,108.9,2,0
double,91.6,25,0
field_out,85.10000000000001,53,0
force_out,66.10000000000001,-51,0
force_out,94.9,-1,0
force_out,68.60000000000001,0,0
field_out,96.8,31,0
field_out,89,55,0
grounded_into_double_play,92.4,-3,0
single,86.2,9,0
single,79.4,15,0
field_out,95.7,25,0
home_run,98.5,25,1
field_out,68.5,-54,0
single,87.5,8,0
field_out,90.7,6,0
single,67.2,29,0
single,97.1,21,0
single,94.4,6,0
field_out,94.3,6,0
field_out,100.6,40,0
sac_fly,102.3,40,0
field_out,96.4,35,0
single,90.5,-23,0
field_out,106,34,0
sac_fly,91.2,47,0
field_out,80.9,34,0
single,71.4,24,0
field_out,91.6,35,0
field_out,87.80000000000001,-38,0
double,113.5,18,0
field_out,48.7,-46,0
double_play,101.5,9,0
field_out,79,66,0
single,92.5,10,0
home_run,104.5,23,1
field_out,95.6,42,0
field_out,83.5,39,0
single,99.8,18,0
field_out,93.2,-8,0
single,93.7,14,0
field_out,100,36,0
field_out,87.80000000000001,-18,0
field_out,90.5,12,0
single,104.9,12,0
field_out,111.9,16,0
field_out,94.3,-3,0
sac_fly,95.6,27,0
single,36.2,-4,0
field_out,86.60000000000001,57,0
field_out,86.9,63,0
double,75.8,31,0
single,81.60000000000001,22,0
double,97.8,25,0
field_out,103.6,0,0
field_out,87.10000000000001,30,0
field_out,93.4,46,0
field_out,55.7,-48,0
field_out,98.8,47,0
home_run,108.4,25,1
field_out,80,5,0
home_run,95.4,32,1
field_out,88.7,36,0
field_out,99.6,-4,0
field_out,87.9,25,0
field_out,92.3,14,0
double,109,16,0
field_out,31.4,-83,0
field_out,69.2,67,0
field_out,94.6,56,0
home_run,97.7,35,1
single,55,-63,0
field_out,78.60000000000001,35,0
field_out,95.5,33,0
field_error,100.2,-17,0
home_run,108.3,22,1
field_out,102.1,3,0
field_out,61.5,-45,0
field_out,95.6,24,0
field_out,78,12,0
field_out,95.8,-16,0
single,104.9,13,0
field_out,94.9,-3,0
single,88.80000000000001,10,0
home_run,103.1,27,1
field_out,97.7,32,0
single,101.4,12,0
single,71.3,13,0
field_out,81.2,48,0
field_out,86.2,73,0
field_out,78.5,43,0
single,64.8,34,0
field_out,79.4,-20,0
field_out,77.10000000000001,27,0
grounded_into_double_play,98.5,-7,0
field_out,89.9,25,0
field_out,84.5,-8,0
field_out,84.30000000000001,11,0
home_run,107.1,34,1
field_out,99.4,4,0
field_out,98.1,-5,0
field_out,93.4,29,0
field_out,91,43,0
single,63.2,-51,0
field_out,76.9,36,0
field_out,96.7,28,0
field_out,113.4,8,0
single,101.9,-2,0
home_run,98.7,35,1
field_out,75.2,5,0
field_out,83,9,0
single,50.1,-74,0
force_out,80.2,5,0
field_out,27.6,-24,0
field_out,97.2,45,0
double,102.4,22,0
field_out,96.9,2,0
home_run,101.1,37,1
field_out,76.5,47,0
field_out,94.8,30,0
double,100.1,17,0
single,66.5,30,0
field_out,94.8,1,0
field_out,83.2,3,0
field_out,89,17,0
force_out,67,-6,0
field_out,91.4,17,0
double,79.9,4,0
field_out,89.7,-5,0
single,95.3,5,0
field_out,82.30000000000001,47,0
sac_fly,85.30000000000001,31,0
field_out,94.6,52,0
double,100.6,27,0
field_out,99.3,23,0
single,60,-40,0
field_out,96.7,42,0
field_out,93.5,23,0
field_out,64.10000000000001,-25,0
field_out,100.4,8,0
single,75.10000000000001,32,0
single,98.2,19,0
field_out,64.2,-10,0
single,94.9,1,0
single,76.7,4,0
home_run,98.6,37,1
field_out,82.2,29,0
field_out,88.60000000000001,45,0
field_out,49.1,-76,0
field_out,78.80000000000001,39,0
field_out,78.5,87,0
field_out,69,-62,0
field_out,100,17,0
field_out,87.9,69,0
